sensor_type,temperature,humidity,soilMoisture,lightIntensity,ECO2,fanState,lightState,humidifierState,blueLightState,coolerState,timestamp
chestnut,29.3,60.6,1,0,551,True,False,True,False,False,2025-03-21 10:12:54.164
chestnut,29.3,60.2,1,0,519,True,False,True,False,False,2025-03-21 10:12:59.782
chestnut,29.3,60.2,1,0,531,True,False,True,False,False,2025-03-21 10:13:03.906
chestnut,29.3,60.4,1,0,509,True,False,True,False,False,2025-03-21 10:13:09.061
chestnut,29.3,60.4,1,0,523,True,False,True,False,False,2025-03-21 10:13:13.753
chestnut,29.3,60.2,1,352,532,True,False,True,False,False,2025-03-21 10:13:19.032
chestnut,29.3,59.7,1,16,515,True,False,True,False,False,2025-03-21 10:13:23.953
chestnut,29.4,59.7,1,0,532,True,False,True,False,False,2025-03-21 10:13:28.801
chestnut,29.3,60.3,1,0,534,True,False,True,False,False,2025-03-21 10:13:33.912
chestnut,29.3,59.9,1,0,500,True,False,True,False,False,2025-03-21 10:13:38.837
chestnut,29.3,60.2,1,0,506,True,False,True,False,False,2025-03-21 10:13:43.827
chestnut,29.4,59.9,1,0,512,True,False,True,False,False,2025-03-21 10:13:48.949
chestnut,29.3,60.2,1,0,517,True,False,True,False,False,2025-03-21 10:13:54.048
chestnut,29.3,60.1,1,0,523,True,False,True,False,False,2025-03-21 10:13:58.792
chestnut,29.4,60.1,1,0,510,True,False,True,False,False,2025-03-21 10:14:03.821
chestnut,29.3,60.5,1,0,498,True,False,True,False,False,2025-03-21 10:14:13.848
chestnut,29.3,60.3,1,0,523,True,False,True,False,False,2025-03-21 10:14:18.771
chestnut,29.3,60.4,1,0,521,True,False,True,False,False,2025-03-21 10:14:26.512
chestnut,29.3,60.3,1,0,505,True,False,True,False,False,2025-03-21 10:14:28.806
chestnut,29.3,60.2,1,0,524,True,False,True,False,False,2025-03-21 10:14:33.784
chestnut,29.3,60.3,1,0,537,True,False,True,False,False,2025-03-21 10:14:38.822
chestnut,29.4,60.2,1,0,514,True,False,True,False,False,2025-03-21 10:14:43.920
chestnut,29.3,60.2,1,0,517,True,False,True,False,False,2025-03-21 10:14:48.836
chestnut,29.3,60.1,1,0,529,True,False,True,False,False,2025-03-21 10:14:53.973
chestnut,29.3,60.4,1,0,520,True,False,True,False,False,2025-03-21 10:14:59.293
chestnut,29.3,60.2,1,0,521,True,False,True,False,False,2025-03-21 10:15:03.791
chestnut,29.3,60.4,1,0,523,True,False,True,False,False,2025-03-21 10:15:08.903
chestnut,29.3,60.3,1,0,512,True,False,True,False,False,2025-03-21 10:15:13.941
chestnut,29.3,60.4,1,0,528,True,False,True,False,False,2025-03-21 10:15:18.845
chestnut,29.3,60.2,1,0,524,True,False,True,False,False,2025-03-21 10:15:24.473
chestnut,29.3,60.3,1,0,517,True,False,True,False,False,2025-03-21 10:15:29.093
chestnut,29.3,60.6,1,0,509,True,False,True,False,False,2025-03-21 10:15:33.819
chestnut,29.3,60.7,1,0,530,True,False,True,False,False,2025-03-21 10:15:38.951
chestnut,29.3,60.4,1,0,518,True,False,True,False,False,2025-03-21 10:15:43.981
chestnut,29.3,60.8,1,0,505,True,False,True,False,False,2025-03-21 10:15:48.891
chestnut,29.3,60.4,1,0,500,True,False,True,False,False,2025-03-21 10:15:56.458
chestnut,29.3,60.2,1,0,526,True,False,True,False,False,2025-03-21 10:15:58.923
chestnut,29.3,60.2,1,0,519,True,False,True,False,False,2025-03-21 10:16:03.905
chestnut,29.3,60.2,1,0,520,True,False,True,False,False,2025-03-21 10:16:08.845
chestnut,29.3,60.3,1,0,517,True,False,True,False,False,2025-03-21 10:16:13.936
chestnut,29.3,60.0,1,0,517,True,False,True,False,False,2025-03-21 10:16:18.993
chestnut,29.3,60.1,1,0,500,True,False,True,False,False,2025-03-21 10:16:23.871
chestnut,29.3,60.3,1,0,508,True,False,True,False,False,2025-03-21 10:16:28.909
chestnut,29.3,60.4,1,0,501,True,False,True,False,False,2025-03-21 10:16:34.107
chestnut,29.3,60.3,1,0,498,True,False,True,False,False,2025-03-21 10:16:39.118
chestnut,29.3,60.3,1,0,517,True,False,True,False,False,2025-03-21 10:16:43.958
chestnut,29.2,60.4,1,0,498,True,False,True,False,False,2025-03-21 10:16:51.612
chestnut,29.3,60.6,1,0,502,True,False,True,False,False,2025-03-21 10:16:54.123
chestnut,29.3,60.7,1,0,510,True,False,True,False,False,2025-03-21 10:16:59.011
chestnut,29.3,60.6,1,0,508,True,False,True,False,False,2025-03-21 10:17:04.042
chestnut,29.3,60.6,1,0,509,True,False,True,False,False,2025-03-21 10:17:08.929
chestnut,29.3,60.5,1,0,511,True,False,True,False,False,2025-03-21 10:17:13.953
chestnut,29.3,61.1,1,0,506,True,False,True,False,False,2025-03-21 10:17:19.056
chestnut,29.3,61.0,1,0,499,True,False,True,False,False,2025-03-21 10:17:23.971
chestnut,29.3,60.8,1,0,528,True,False,True,False,False,2025-03-21 10:17:29.005
chestnut,29.3,60.8,1,0,513,True,False,True,False,False,2025-03-21 10:17:33.934
chestnut,29.2,60.6,1,0,514,True,False,True,False,False,2025-03-21 10:17:38.930
chestnut,29.2,60.7,1,0,497,True,False,True,False,False,2025-03-21 10:17:44.043
chestnut,29.3,60.4,1,0,504,True,False,True,False,False,2025-03-21 10:17:48.855
chestnut,29.3,60.6,1,0,511,True,False,True,False,False,2025-03-21 10:17:53.914
chestnut,29.2,60.7,1,0,506,True,False,True,False,False,2025-03-21 10:17:58.816
chestnut,29.2,60.8,1,0,500,True,False,True,False,False,2025-03-21 10:18:04.927
chestnut,29.2,60.6,1,0,525,True,False,True,False,False,2025-03-21 10:18:08.943
chestnut,29.2,60.7,1,0,533,True,False,True,False,False,2025-03-21 10:18:15.170
chestnut,29.2,60.7,1,0,510,True,False,True,False,False,2025-03-21 10:18:18.974
chestnut,29.2,60.5,1,0,516,True,False,True,False,False,2025-03-21 10:18:23.882
chestnut,29.2,60.6,1,0,499,True,False,True,False,False,2025-03-21 10:18:28.937
chestnut,29.2,60.7,1,0,518,True,False,True,False,False,2025-03-21 10:18:34.055
chestnut,29.2,60.6,1,0,525,True,False,True,False,False,2025-03-21 10:18:39.040
chestnut,29.2,60.7,1,0,528,True,False,True,False,False,2025-03-21 10:18:43.896
chestnut,29.2,60.7,1,0,543,True,False,True,False,False,2025-03-21 10:18:48.864
chestnut,29.2,60.7,1,0,543,True,False,True,False,False,2025-03-21 10:18:53.908
chestnut,29.2,60.6,1,0,526,True,False,True,False,False,2025-03-21 10:19:01.476
chestnut,29.2,60.6,1,0,538,True,False,True,False,False,2025-03-21 10:19:03.955
chestnut,29.2,60.6,1,0,553,True,False,True,False,False,2025-03-21 10:19:09.355
chestnut,29.3,60.8,1,0,532,True,False,True,False,False,2025-03-21 10:19:14.096
chestnut,29.2,61.1,1,0,551,True,False,True,False,False,2025-03-21 10:19:18.862
chestnut,29.2,61.4,1,0,559,True,False,True,False,False,2025-03-21 10:19:23.939
chestnut,29.3,61.1,1,0,544,True,False,True,False,False,2025-03-21 10:19:28.920
chestnut,29.2,60.9,1,0,562,True,False,True,False,False,2025-03-21 10:19:33.922
chestnut,29.2,61.2,1,0,530,True,False,True,False,False,2025-03-21 10:19:39.960
chestnut,29.2,60.9,1,0,549,True,False,True,False,False,2025-03-21 10:19:43.990
chestnut,29.2,60.7,1,0,555,True,False,True,False,False,2025-03-21 10:19:48.973
chestnut,29.2,60.6,1,0,560,True,False,True,False,False,2025-03-21 10:19:53.893
chestnut,29.2,60.7,1,0,570,True,False,True,False,False,2025-03-21 10:19:58.837
chestnut,29.2,61.2,1,0,578,True,False,True,False,False,2025-03-21 10:20:03.938
chestnut,29.2,60.8,1,0,577,True,False,True,False,False,2025-03-21 10:20:14.097
chestnut,29.2,61.4,1,0,587,True,False,True,False,False,2025-03-21 10:20:19.107
chestnut,29.2,60.8,1,0,555,True,False,True,False,False,2025-03-21 10:20:25.010
chestnut,29.2,60.9,1,0,571,True,False,True,False,False,2025-03-21 10:20:29.576
chestnut,29.2,61.2,1,0,564,True,False,True,False,False,2025-03-21 10:20:34.674
chestnut,29.2,61.0,1,0,575,True,False,True,False,False,2025-03-21 10:20:40.689
chestnut,29.2,61.1,1,0,574,True,False,True,False,False,2025-03-21 10:20:44.617
chestnut,29.2,61.0,1,0,588,True,False,True,False,False,2025-03-21 10:20:49.740
chestnut,29.2,60.9,1,0,563,True,False,True,False,False,2025-03-21 10:20:54.647
chestnut,29.2,61.1,1,0,554,True,False,True,False,False,2025-03-21 10:20:59.582
chestnut,29.2,60.9,1,0,581,True,False,True,False,False,2025-03-21 10:21:04.656
chestnut,29.2,61.0,1,0,565,True,False,True,False,False,2025-03-21 10:21:09.708
chestnut,29.2,60.8,1,0,575,True,False,True,False,False,2025-03-21 10:21:17.474
chestnut,29.2,60.7,1,0,569,True,False,True,False,False,2025-03-21 10:21:19.723
chestnut,29.2,60.7,1,0,577,True,False,True,False,False,2025-03-21 10:21:24.758
chestnut,29.2,60.8,1,0,571,True,False,True,False,False,2025-03-21 10:21:29.771
chestnut,29.2,60.8,1,0,574,True,False,True,False,False,2025-03-21 10:21:34.749
chestnut,29.2,61.0,1,0,579,True,False,True,False,False,2025-03-21 10:21:39.690
chestnut,29.2,61.0,1,0,582,True,False,True,False,False,2025-03-21 10:21:44.723
chestnut,29.2,60.9,1,0,582,True,False,True,False,False,2025-03-21 10:21:49.843
chestnut,29.2,61.0,1,0,581,True,False,True,False,False,2025-03-21 10:21:54.868
chestnut,29.2,60.9,1,0,566,True,False,True,False,False,2025-03-21 10:21:59.754
chestnut,29.2,60.9,1,0,576,True,False,True,False,False,2025-03-21 10:22:04.898
chestnut,29.2,61.0,1,96,584,True,False,True,False,False,2025-03-21 10:22:09.791
chestnut,29.2,60.8,1,0,567,True,False,True,False,False,2025-03-21 10:22:14.733
chestnut,29.2,60.9,1,0,584,True,False,True,False,False,2025-03-21 10:22:19.909
chestnut,29.2,60.7,1,0,579,True,False,True,False,False,2025-03-21 10:22:25.873
chestnut,29.2,60.8,1,0,580,True,False,True,False,False,2025-03-21 10:22:30.761
chestnut,29.2,61.1,1,0,555,True,False,True,False,False,2025-03-21 10:22:35.882
chestnut,29.2,60.9,1,0,570,True,False,True,False,False,2025-03-21 10:22:40.802
chestnut,29.2,60.7,1,0,564,True,False,True,False,False,2025-03-21 10:22:45.617
chestnut,29.2,60.7,1,0,597,True,False,True,False,False,2025-03-21 10:22:50.634
chestnut,29.2,60.6,1,0,567,True,False,True,False,False,2025-03-21 10:22:55.575
chestnut,29.2,60.7,1,0,588,True,False,True,False,False,2025-03-21 10:23:00.673
chestnut,29.2,60.8,1,0,596,True,False,True,False,False,2025-03-21 10:23:05.686
chestnut,29.2,61.1,1,0,586,True,False,True,False,False,2025-03-21 10:23:10.713
chestnut,29.2,60.8,1,0,577,True,False,True,False,False,2025-03-21 10:23:15.649
chestnut,29.2,61.5,1,0,572,True,False,True,False,False,2025-03-21 10:23:20.658
chestnut,29.2,61.0,1,0,564,True,False,True,False,False,2025-03-21 10:23:26.773
chestnut,29.2,60.9,1,0,584,True,False,True,False,False,2025-03-21 10:23:34.490
chestnut,29.2,61.2,1,0,595,True,False,True,False,False,2025-03-21 10:23:36.612
chestnut,29.2,61.1,1,0,584,True,False,True,False,False,2025-03-21 10:23:41.651
chestnut,29.2,61.0,1,0,587,True,False,True,False,False,2025-03-21 10:23:46.686
chestnut,29.2,61.0,1,0,599,True,False,True,False,False,2025-03-21 10:23:51.592
chestnut,29.2,61.7,1,0,596,True,False,True,False,False,2025-03-21 10:23:56.686
chestnut,29.2,61.9,1,0,607,True,False,True,False,False,2025-03-21 10:24:01.715
chestnut,29.2,61.9,1,0,584,True,False,True,False,False,2025-03-21 10:24:06.643
chestnut,29.2,61.4,1,0,599,True,False,True,False,False,2025-03-21 10:24:11.667
chestnut,29.1,61.3,1,0,614,True,False,True,False,False,2025-03-21 10:24:19.509
chestnut,29.2,61.5,1,0,582,True,False,True,False,False,2025-03-21 10:24:21.697
chestnut,29.2,61.4,1,0,597,True,False,True,False,False,2025-03-21 10:24:26.810
chestnut,29.1,61.6,1,0,619,True,False,True,False,False,2025-03-21 10:24:31.742
chestnut,29.2,61.9,1,0,613,True,False,True,False,False,2025-03-21 10:24:36.867
chestnut,29.1,61.9,1,0,613,True,False,True,False,False,2025-03-21 10:24:41.863
chestnut,29.2,62.0,1,0,595,True,False,True,False,False,2025-03-21 10:24:49.516
chestnut,29.2,61.3,1,0,592,True,False,True,False,False,2025-03-21 10:24:51.819
chestnut,29.2,61.5,1,0,602,True,False,True,False,False,2025-03-21 10:24:56.818
chestnut,29.2,61.0,1,0,600,True,False,True,False,False,2025-03-21 10:25:01.847
chestnut,29.1,61.0,1,0,615,True,False,True,False,False,2025-03-21 10:25:06.932
chestnut,29.2,61.1,1,0,597,True,False,True,False,False,2025-03-21 10:25:11.850
chestnut,29.2,61.3,1,0,595,True,False,True,False,False,2025-03-21 10:25:16.799
chestnut,29.1,61.4,1,0,619,True,False,True,False,False,2025-03-21 10:25:22.812
chestnut,29.1,61.2,1,0,617,True,False,True,False,False,2025-03-21 10:25:27.757
chestnut,29.2,61.2,1,0,610,True,False,True,False,False,2025-03-21 10:25:33.682
chestnut,29.2,61.5,1,0,626,True,False,True,False,False,2025-03-21 10:25:37.654
chestnut,29.1,61.6,1,0,628,True,False,True,False,False,2025-03-21 10:25:42.768
chestnut,29.1,61.1,1,0,629,True,False,True,False,False,2025-03-21 10:25:47.627
chestnut,29.1,61.3,1,0,618,True,False,True,False,False,2025-03-21 10:25:55.256
chestnut,29.2,61.2,1,0,617,True,False,True,False,False,2025-03-21 10:25:58.948
chestnut,29.1,61.2,1,0,622,True,False,True,False,False,2025-03-21 10:26:03.860
chestnut,29.1,61.4,1,0,636,True,False,True,False,False,2025-03-21 10:26:08.817
chestnut,29.1,61.7,1,0,600,True,False,True,False,False,2025-03-21 10:26:13.841
chestnut,29.2,61.3,1,0,624,True,False,True,False,False,2025-03-21 10:26:18.916
chestnut,29.2,61.0,1,0,612,True,False,True,False,False,2025-03-21 10:26:23.850
chestnut,29.2,61.1,1,0,635,True,False,True,False,False,2025-03-21 10:26:28.971
chestnut,29.2,61.3,1,0,606,True,False,True,False,False,2025-03-21 10:26:33.894
chestnut,29.2,61.3,1,0,613,True,False,True,False,False,2025-03-21 10:26:38.912
chestnut,29.2,62.1,1,0,633,True,False,True,False,False,2025-03-21 10:26:49.068
chestnut,29.1,62.2,1,0,632,True,False,True,False,False,2025-03-21 10:26:54.074
chestnut,29.1,62.4,1,0,626,True,False,True,False,False,2025-03-21 10:26:59.256
chestnut,29.1,61.7,1,0,610,True,False,True,False,False,2025-03-21 10:27:04.091
chestnut,29.2,61.4,1,0,623,True,False,True,False,False,2025-03-21 10:27:09.129
chestnut,29.1,61.3,1,0,620,True,False,True,False,False,2025-03-21 10:27:15.126
chestnut,29.1,61.6,1,0,636,True,False,True,False,False,2025-03-21 10:27:19.061
chestnut,29.1,61.4,1,0,626,True,False,True,False,False,2025-03-21 10:27:24.070
chestnut,29.1,61.7,1,0,642,True,False,True,False,False,2025-03-21 10:27:29.060
chestnut,29.1,61.4,1,0,658,True,False,True,False,False,2025-03-21 10:27:34.079
chestnut,29.1,61.5,1,0,625,True,False,True,False,False,2025-03-21 10:27:39.125
chestnut,29.1,61.3,1,0,628,True,False,True,False,False,2025-03-21 10:27:44.108
chestnut,29.1,61.5,1,0,630,True,False,True,False,False,2025-03-21 10:27:49.163
chestnut,29.1,61.3,1,0,627,True,False,True,False,False,2025-03-21 10:27:54.045
chestnut,29.1,61.5,1,0,638,True,False,True,False,False,2025-03-21 10:27:59.070
chestnut,29.1,61.5,1,0,637,True,False,True,False,False,2025-03-21 10:28:04.000
chestnut,29.1,61.3,1,0,635,True,False,True,False,False,2025-03-21 10:28:09.093
chestnut,29.1,61.2,1,0,632,True,False,True,False,False,2025-03-21 10:28:14.226
chestnut,29.1,61.4,1,0,632,True,False,True,False,False,2025-03-21 10:28:19.029
chestnut,29.1,61.2,1,0,637,True,False,True,False,False,2025-03-21 10:28:23.989
chestnut,29.1,61.2,1,0,631,True,False,True,False,False,2025-03-21 10:28:29.008
chestnut,29.1,61.3,1,0,641,True,False,True,False,False,2025-03-21 10:28:34.088
chestnut,29.1,61.2,1,0,623,True,False,True,False,False,2025-03-21 10:28:40.077
chestnut,29.1,61.1,1,0,637,True,False,True,False,False,2025-03-21 10:28:44.118
chestnut,29.1,61.6,1,0,650,True,False,True,False,False,2025-03-21 10:28:49.052
chestnut,29.1,61.4,1,0,627,True,False,True,False,False,2025-03-21 10:28:54.082
chestnut,29.1,61.2,1,0,641,True,False,True,False,False,2025-03-21 10:28:59.033
chestnut,29.1,61.0,1,0,632,True,False,True,False,False,2025-03-21 10:29:04.030
chestnut,29.1,61.4,1,0,636,True,False,True,False,False,2025-03-21 10:29:09.125
chestnut,29.1,61.3,1,0,647,True,False,True,False,False,2025-03-21 10:29:14.062
chestnut,29.1,61.1,1,0,637,True,False,True,False,False,2025-03-21 10:29:21.534
chestnut,29.1,61.0,1,0,650,True,False,True,False,False,2025-03-21 10:29:24.048
chestnut,29.1,61.5,1,0,642,True,False,True,False,False,2025-03-21 10:29:29.069
chestnut,29.1,61.9,1,0,649,True,False,True,False,False,2025-03-21 10:29:34.103
chestnut,29.1,61.8,1,0,643,True,False,True,False,False,2025-03-21 10:29:39.106
chestnut,29.1,61.7,1,0,661,True,False,True,False,False,2025-03-21 10:29:49.187
chestnut,29.1,61.6,1,0,644,True,False,True,False,False,2025-03-21 10:29:54.261
chestnut,29.1,61.4,1,0,649,True,False,True,False,False,2025-03-21 10:29:59.279
chestnut,29.1,61.3,1,0,645,True,False,True,False,False,2025-03-21 10:30:04.192
chestnut,29.1,61.2,1,0,631,True,False,True,False,False,2025-03-21 10:30:09.208
chestnut,29.1,61.3,1,0,644,True,False,True,False,False,2025-03-21 10:30:14.242
chestnut,29.1,61.3,1,0,643,True,False,True,False,False,2025-03-21 10:30:19.241
chestnut,29.1,61.6,1,0,406,False,False,True,False,False,2025-03-21 10:30:37.785
chestnut,29.1,61.8,1,0,401,False,False,True,False,False,2025-03-21 10:30:42.742
chestnut,29.1,61.5,1,0,400,False,False,True,False,False,2025-03-21 10:30:47.841
chestnut,29.2,61.5,1,0,423,False,False,True,False,False,2025-03-21 10:30:52.738
chestnut,29.1,61.3,1,0,400,False,False,True,False,False,2025-03-21 10:30:57.747
chestnut,29.1,61.6,1,0,424,False,False,True,False,False,2025-03-21 10:31:02.764
chestnut,29.2,62.6,1,0,454,False,False,True,False,False,2025-03-21 10:31:07.716
chestnut,29.2,63.8,1,0,458,False,False,True,False,False,2025-03-21 10:31:12.796
chestnut,29.2,65.9,1,0,454,False,False,True,False,False,2025-03-21 10:31:17.820
chestnut,29.2,68.1,1,0,460,False,False,True,False,False,2025-03-21 10:31:22.840
chestnut,29.2,70.0,1,0,521,False,False,True,False,False,2025-03-21 10:31:27.862
chestnut,29.2,71.2,1,0,520,True,False,True,False,False,2025-03-21 10:31:32.867
chestnut,29.2,71.1,1,0,493,True,False,True,False,False,2025-03-21 10:31:40.349
chestnut,29.2,66.0,1,0,453,True,False,True,False,False,2025-03-21 10:31:42.913
chestnut,29.2,64.1,1,0,456,True,False,True,False,False,2025-03-21 10:31:47.731
chestnut,29.2,63.1,1,0,428,True,False,True,False,False,2025-03-21 10:31:52.740
chestnut,29.2,62.3,1,0,406,True,False,True,False,False,2025-03-21 10:31:57.783
chestnut,29.1,61.9,1,0,400,True,False,True,False,False,2025-03-21 10:32:02.797
chestnut,29.1,61.5,1,0,404,True,False,True,False,False,2025-03-21 10:32:07.891
chestnut,29.1,61.5,1,0,406,True,False,True,False,False,2025-03-21 10:32:12.726
chestnut,29.1,61.4,1,0,415,True,False,True,False,False,2025-03-21 10:32:17.749
